"time","id","x","y","goal_x","goal_y","goal_id"
"24",2,4,-0.755060951248559,-1.80379375100358,-1.56209586456613,-1.36792893218813,"goal buukm"
"25",2,2,3.65413754552267,2.08679533189852,2.53576808160253,1.63207106781187,"goal recsv"
"26",2.5,3,0.407842163725428,1.51437448025124,1.13860576250785,1.36792893218813,"goal iswcx"
"27",2.5,1,2.55051918564745,1.97628186789193,4.00707106781187,1.61872905894327,"goal wxiqq"
"28",2.5,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"29",2.5,4,-0.411053830896237,-1.56291737213507,-1.56209586456613,-1.36792893218813,"goal buukm"
"30",2.5,2,3.53758857814525,2.01950575420939,2.53576808160253,1.63207106781187,"goal recsv"
"31",3,3,0.289912910925024,1.22966807873998,1.13860576250785,1.36792893218813,"goal iswcx"
"32",3,1,2.65694878091482,1.88697683375673,4.00707106781187,1.61872905894327,"goal wxiqq"
"33",3,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"34",3,4,-0.33195731869371,-1.37196149963932,-1.56209586456613,-1.36792893218813,"goal buukm"
"35",3,2,3.36276512707912,1.9185713876757,2.53576808160253,1.63207106781187,"goal recsv"
"36",3.5,3,0.289912910925024,1.22966807873998,1.13860576250785,1.36792893218813,"goal iswcx"
"37",3.5,1,2.82042131762159,1.99112032535138,4.00707106781187,1.61872905894327,"goal wxiqq"
"38",3.5,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"39",3.5,4,-0.33195731869371,-1.37196149963932,-1.56209586456613,-1.36792893218813,"goal buukm"
"40",3.5,2,3.36276512707912,1.9185713876757,0.992928932188134,1.55177306515729,"goal rvcpe"
"41",4,3,0.289912910925024,1.22966807873998,2.80289945263736,1.36792893218813,"goal etwvp"
"42",4,1,2.9413696499989,2.2504948611586,4.00707106781187,1.61872905894327,"goal wxiqq"
"43",4,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"44",4,4,-0.641991039177853,-1.37196149963932,-1.56209586456613,-1.36792893218813,"goal buukm"
"45",4,2,3.36276512707912,1.9185713876757,0.992928932188134,1.55177306515729,"goal rvcpe"
"46",4.5,3,0.289912910925024,1.22966807873998,2.80289945263736,1.36792893218813,"goal etwvp"
"47",4.5,1,3.29775252940608,2.47753579508986,4.00707106781187,1.61872905894327,"goal wxiqq"
"48",4.5,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"49",4.5,4,-0.930241684972368,-1.0284377569461,-1.56209586456613,-1.36792893218813,"goal buukm"
"50",4.5,2,3.18265086661172,1.93432934360595,0.992928932188134,1.55177306515729,"goal rvcpe"
"51",5,3,0.456229925454578,1.28210763199112,2.80289945263736,1.36792893218813,"goal etwvp"
"52",5,1,3.29775252940608,2.47753579508986,4.00707106781187,1.61872905894327,"goal wxiqq"
"53",5,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"54",5,4,-1.56171980743196,-0.82933346973102,-1.56209586456613,-1.36792893218813,"goal buukm"
"55",5,2,2.91247947591062,1.95796627750133,0.992928932188134,1.55177306515729,"goal rvcpe"
"56",5.5,3,0.610679177824479,1.36250882375724,2.80289945263736,1.36792893218813,"goal etwvp"
"57",5.5,1,3.69062264764879,2.00933142025119,4.00707106781187,1.61872905894327,"goal wxiqq"
"58",5.5,5,1.21801470588235,1.03455882352941,0.992928932188134,1.4225757183215,"goal fryai"
"59",5.5,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"60",5.5,2,2.50722238985898,1.9934216783444,0.992928932188134,1.55177306515729,"goal rvcpe"
"61",6,3,0.725192969682661,1.24799503189906,2.80289945263736,1.36792893218813,"goal etwvp"
"62",6,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"63",6,5,1.21801470588235,1.03455882352941,1.02618535809609,-1.36792893218813,"goal lldoy"
"64",6,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"65",6,2,1.89933676078152,2.04660477960901,0.992928932188134,1.55177306515729,"goal rvcpe"
"66",6.5,3,0.620868650497262,1.04758987933547,2.80289945263736,1.36792893218813,"goal etwvp"
"67",6.5,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"68",6.5,5,1.21801470588235,1.03455882352941,1.02618535809609,-1.36792893218813,"goal lldoy"
"69",6.5,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"70",6.5,2,1.29237464656578,1.9935024754254,0.992928932188134,1.55177306515729,"goal rvcpe"
"71",7,3,0.745927226789664,0.745671768359279,2.80289945263736,1.36792893218813,"goal etwvp"
"72",7,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"73",7,5,1.21801470588235,1.03455882352941,1.02618535809609,-1.36792893218813,"goal lldoy"
"74",7,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"75",7,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"76",7.5,3,1.14117947993679,0.468913161211292,2.80289945263736,1.36792893218813,"goal etwvp"
"77",7.5,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"78",7.5,5,1.38433172041191,0.982119270278275,1.02618535809609,-1.36792893218813,"goal lldoy"
"79",7.5,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"80",7.5,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"81",8,3,1.85293738812915,0.437837139817023,2.80289945263736,1.36792893218813,"goal etwvp"
"82",8,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"83",8,5,1.47736201310516,1.11498029735478,1.02618535809609,-1.36792893218813,"goal lldoy"
"84",8,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"85",8,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"86",8.5,3,2.52830200860022,0.650778786703263,2.80289945263736,1.36792893218813,"goal etwvp"
"87",8.5,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"88",8.5,5,1.69316614397198,1.04693751625739,1.02618535809609,-1.36792893218813,"goal lldoy"
"89",8.5,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"90",8.5,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"91",9,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"92",9,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"93",9,5,1.69316614397198,1.04693751625739,1.02618535809609,-1.36792893218813,"goal lldoy"
"94",9,4,-1.83096044158344,-1.00085867074988,-1.56209586456613,-1.36792893218813,"goal buukm"
"95",9,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"96",9.5,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"97",9.5,1,3.97751288045823,1.91887527730517,4.00707106781187,1.61872905894327,"goal wxiqq"
"98",9.5,5,1.69316614397198,1.04693751625739,1.02618535809609,-1.36792893218813,"goal lldoy"
"99",9.5,4,-1.83096044158344,-1.00085867074988,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"100",9.5,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"101",10,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"102",10,1,3.97751288045823,1.91887527730517,4.00707106781187,0.0881926330169018,"goal mkpxg"
"103",10,5,1.5605836224995,0.914354994784916,1.02618535809609,-1.36792893218813,"goal lldoy"
"104",10,4,-1.83096044158344,-1.00085867074988,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"105",10,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"106",10.5,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"107",10.5,1,3.97751288045823,1.91887527730517,4.00707106781187,0.0881926330169018,"goal mkpxg"
"108",10.5,5,1.36170984029078,0.7154812125762,1.02618535809609,-1.36792893218813,"goal lldoy"
"109",10.5,4,-1.83096044158344,-1.00085867074988,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"110",10.5,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"111",11,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"112",11,1,3.97751288045823,1.91887527730517,4.00707106781187,0.0881926330169018,"goal mkpxg"
"113",11,5,1.06339916697771,0.417170539263125,1.02618535809609,-1.36792893218813,"goal lldoy"
"114",11,4,-1.65077174598846,-0.960911798667875,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"115",11,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"116",11.5,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"117",11.5,1,4.1464207708889,1.84011223447454,4.00707106781187,0.0881926330169018,"goal mkpxg"
"118",11.5,5,0.455262319344649,0.282349845986374,1.02618535809609,-1.36792893218813,"goal lldoy"
"119",11.5,4,-1.38048870259599,-0.900991490544874,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"120",11.5,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"121",12,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"122",12,1,4.1464207708889,1.84011223447454,4.00707106781187,0.0881926330169018,"goal mkpxg"
"123",12,5,0.455262319344649,0.282349845986374,1.02618535809609,-1.36792893218813,"goal lldoy"
"124",12,4,-0.997413888319233,-0.742316707067888,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"125",12,2,0.998561754776128,1.91477554834451,0.992928932188134,1.55177306515729,"goal rvcpe"
"126",12.5,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"127",12.5,1,4.31969564155053,1.63361128485724,4.00707106781187,0.0881926330169018,"goal mkpxg"
"128",12.5,5,0.587971605236543,-0.316263058401113,1.02618535809609,-1.36792893218813,"goal lldoy"
"129",12.5,4,-0.997413888319233,-0.742316707067888,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"130",12.5,2,0.998561754776128,1.91477554834451,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"131",13,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"132",13,1,4.25198885894224,1.24962703958602,4.00707106781187,0.0881926330169018,"goal mkpxg"
"133",13,5,0.822256306188079,-0.881876360894836,1.02618535809609,-1.36792893218813,"goal lldoy"
"134",13,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"135",13,2,0.832244740246573,1.86233599509338,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"136",13.5,3,2.75232936894844,0.917764198237655,2.80289945263736,1.36792893218813,"goal etwvp"
"137",13.5,1,4.25198885894224,0.665653844184433,4.00707106781187,0.0881926330169018,"goal mkpxg"
"138",13.5,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"139",13.5,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"140",13.5,2,0.666736092251074,1.66509046923933,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"141",14,3,2.75232936894844,0.917764198237655,-3.78432014070261,1.63207106781187,"goal eitth"
"142",14,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"143",14,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"144",14,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"145",14,2,0.5354347722156,1.30434305729728,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"146",14.5,3,2.75232936894844,0.917764198237655,-3.78432014070261,1.63207106781187,"goal eitth"
"147",14.5,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"148",14.5,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"149",14.5,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"150",14.5,2,0.435591546398609,0.738103985909399,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"151",15,3,2.75232936894844,0.917764198237655,-3.78432014070261,1.63207106781187,"goal eitth"
"152",15,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"153",15,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"154",15,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"155",15,2,0.385669933490114,0.454984450215459,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"156",15.5,3,2.57719957253658,0.981506231264673,-3.78432014070261,1.63207106781187,"goal eitth"
"157",15.5,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"158",15.5,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"159",15.5,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"160",15.5,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"161",16,3,2.31450487791878,1.0771192808052,-3.78432014070261,1.63207106781187,"goal eitth"
"162",16,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"163",16,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"164",16,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"165",16,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"166",16.5,3,2.31450487791878,1.0771192808052,-3.78432014070261,1.63207106781187,"goal eitth"
"167",16.5,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"168",16.5,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"169",16.5,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"170",16.5,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"171",17,3,2.04596282006887,1.10061366654699,-3.78432014070261,1.63207106781187,"goal eitth"
"172",17,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"173",17,5,0.835528013313361,-1.18584842931975,1.02618535809609,-1.36792893218813,"goal lldoy"
"174",17,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"175",17,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"176",17.5,3,1.77742076221895,1.12410805228878,-3.78432014070261,1.63207106781187,"goal eitth"
"177",17.5,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"178",17.5,5,0.835528013313361,-1.18584842931975,-2.73738186269383,-1.63207106781187,"goal aducl"
"179",17.5,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"180",17.5,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"181",18,3,1.77742076221895,1.12410805228878,-3.78432014070261,1.63207106781187,"goal eitth"
"182",18,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"183",18,5,0.835528013313361,-1.18584842931975,-2.73738186269383,-1.63207106781187,"goal aducl"
"184",18,4,-0.979990329427438,-0.543164517634432,-0.992928932188134,-0.0930683896901249,"goal qfgda"
"185",18,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"186",18.5,3,1.77742076221895,1.12410805228878,-3.78432014070261,1.63207106781187,"goal eitth"
"187",18.5,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"188",18.5,5,0.835528013313361,-1.18584842931975,-2.73738186269383,-1.63207106781187,"goal aducl"
"189",18.5,4,-0.979990329427438,-0.543164517634432,3.68171418835401,-1.63207106781187,"goal xbblv"
"190",18.5,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"191",19,3,1.58992076221895,1.12410805228878,-3.78432014070261,1.63207106781187,"goal eitth"
"192",19,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"193",19,5,0.669210998783807,-1.23828798257089,-2.73738186269383,-1.63207106781187,"goal aducl"
"194",19,4,-0.979990329427438,-0.543164517634432,3.68171418835401,-1.63207106781187,"goal xbblv"
"195",19,2,0.652958102150491,0.136442814956528,0.992928932188134,-0.0798655553897772,"goal sxvqs"
"196",19.5,3,1.30867076221895,1.12410805228878,-3.78432014070261,1.63207106781187,"goal eitth"
"197",19.5,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"198",19.5,5,0.419735476989476,-1.3169473124476,-2.73738186269383,-1.63207106781187,"goal aducl"
"199",19.5,4,-0.979990329427438,-0.543164517634432,3.68171418835401,-1.63207106781187,"goal xbblv"
"200",19.5,2,0.652958102150491,0.136442814956528,-4.00707106781187,-1.55760481078958,"goal bajcv"
"201",20,3,0.886795762218954,1.12410805228878,-3.78432014070261,1.63207106781187,"goal eitth"
"202",20,1,4.09756151645347,0.423251471967226,4.00707106781187,0.0881926330169018,"goal mkpxg"
"203",20,5,0.072224659157199,-1.49784999392137,-2.73738186269383,-1.63207106781187,"goal aducl"
"204",20,4,-0.872608133515756,-0.696522186685292,3.68171418835401,-1.63207106781187,"goal xbblv"
"205",20,2,0.652958102150491,0.136442814956528,-4.00707106781187,-1.55760481078958,"goal bajcv"
"206",20.5,3,0.361445446907945,1.45879311467926,-3.78432014070261,1.63207106781187,"goal eitth"
"207",20.5,1,4.09756151645347,0.423251471967226,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"208",20.5,5,-0.322402493488474,-1.92850996035635,-2.73738186269383,-1.63207106781187,"goal aducl"
"209",20.5,4,-0.72017532437518,-0.803256788716005,3.68171418835401,-1.63207106781187,"goal xbblv"
"210",20.5,2,0.652958102150491,0.136442814956528,-4.00707106781187,-1.55760481078958,"goal bajcv"
"211",21,3,-0.163904868403064,1.79347817706975,-3.78432014070261,1.63207106781187,"goal eitth"
"212",21,1,4.09756151645347,0.423251471967226,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"213",21,5,-0.322402493488474,-1.92850996035635,-2.73738186269383,-1.63207106781187,"goal aducl"
"214",21,4,-0.491526110664316,-0.963358691762075,3.68171418835401,-1.63207106781187,"goal xbblv"
"215",21,2,0.472769406555511,0.0964959428745274,-4.00707106781187,-1.55760481078958,"goal bajcv"
"216",21.5,3,-0.163904868403064,1.79347817706975,-3.78432014070261,1.63207106781187,"goal eitth"
"217",21.5,1,4.09756151645347,0.423251471967226,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"218",21.5,5,-0.883515641333788,-1.87941892096454,-2.73738186269383,-1.63207106781187,"goal aducl"
"219",21.5,4,-0.112637220715359,-1.14003748273512,3.68171418835401,-1.63207106781187,"goal xbblv"
"220",21.5,2,0.20248636316304,0.0365756347515265,-4.00707106781187,-1.55760481078958,"goal bajcv"
"221",22,3,-0.786806983333411,1.79347817706975,-3.78432014070261,1.63207106781187,"goal eitth"
"222",22,1,3.91737282085849,0.383304599885226,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"223",22,5,-1.44377633222609,-1.92843538003682,-2.73738186269383,-1.63207106781187,"goal aducl"
"224",22,4,0.455696114208077,-1.40505566919469,3.68171418835401,-1.63207106781187,"goal xbblv"
"225",22,2,-0.211756185208726,0.0184894144967908,-4.00707106781187,-1.55760481078958,"goal bajcv"
"226",22.5,3,-1.36861349305219,2.00523842870969,-3.78432014070261,1.63207106781187,"goal eitth"
"227",22.5,1,3.64455118553973,0.419222249570818,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"228",22.5,5,-2.00318586123903,-1.87949338797981,-2.73738186269383,-1.63207106781187,"goal aducl"
"229",22.5,4,0.739862781669796,-1.53756476242447,3.68171418835401,-1.63207106781187,"goal xbblv"
"230",22.5,2,-0.61594982400949,-0.071118157899567,-4.00707106781187,-1.55760481078958,"goal bajcv"
"231",23,3,-1.98402514399612,2.00523842870969,-3.78432014070261,1.63207106781187,"goal eitth"
"232",23,1,3.23531873256159,0.473098724099207,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"233",23,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"234",23,4,0.682767232122281,-1.9712485177183,3.68171418835401,-1.63207106781187,"goal xbblv"
"235",23,2,-1.04819382906443,-0.503362162954503,-4.00707106781187,-1.55760481078958,"goal bajcv"
"236",23.5,3,-2.58916656452947,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"237",23.5,1,2.61770219237163,0.44613300359862,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"238",23.5,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"239",23.5,4,0.682767232122281,-1.9712485177183,3.68171418835401,-1.63207106781187,"goal xbblv"
"240",23.5,2,-1.6356429330986,-0.633596493893256,-4.00707106781187,-1.55760481078958,"goal bajcv"
"241",24,3,-3.20270973871032,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"242",24,1,2.00008565218168,0.419167283098034,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"243",24,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"244",24,4,1.33890622510605,-1.9712485177183,3.68171418835401,-1.63207106781187,"goal xbblv"
"245",24,2,-2.22309203713278,-0.76383082483201,-4.00707106781187,-1.55760481078958,"goal bajcv"
"246",24.5,3,-3.50948132580075,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"247",24.5,1,1.38246911199172,0.392201562597447,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"248",24.5,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"249",24.5,4,1.99504521808982,-1.9712485177183,3.68171418835401,-1.63207106781187,"goal xbblv"
"250",24.5,2,-2.82331815771969,-0.790037263215152,-4.00707106781187,-1.55760481078958,"goal bajcv"
"251",25,3,-3.50948132580075,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"252",25,1,0.764852571801759,0.365235842096861,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"253",25,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"254",25,4,2.65118421107359,-1.9712485177183,3.68171418835401,-1.63207106781187,"goal xbblv"
"255",25,2,-3.40898368323581,-0.919876184316049,-4.00707106781187,-1.55760481078958,"goal bajcv"
"256",25.5,3,-3.50948132580075,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"257",25.5,1,0.764852571801759,0.365235842096861,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"258",25.5,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"259",25.5,4,2.97377875545092,-1.91436639571523,3.68171418835401,-1.63207106781187,"goal xbblv"
"260",25.5,2,-4.00014998214829,-0.842047664574724,-4.00707106781187,-1.55760481078958,"goal bajcv"
"261",26,3,-3.50948132580075,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"262",26,1,0.41080348716685,-0.140398652413355,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"263",26,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"264",26,4,3.46438890214088,-1.91436639571523,3.68171418835401,-1.63207106781187,"goal xbblv"
"265",26,2,-4.00014998214829,-0.842047664574724,-4.00707106781187,-1.55760481078958,"goal bajcv"
"266",26.5,3,-3.50948132580075,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"267",26.5,1,-0.0250062046197226,-0.576208344199927,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"268",26.5,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"269",26.5,4,3.46438890214088,-1.91436639571523,3.68171418835401,-1.63207106781187,"goal xbblv"
"270",26.5,2,-3.91676865234742,-1.10649945678532,-4.00707106781187,-1.55760481078958,"goal bajcv"
"271",27,3,-3.50948132580075,1.89853566912542,-3.78432014070261,1.63207106781187,"goal eitth"
"272",27,1,-0.460815896406294,-1.0120180359865,-0.992928932188134,-1.48558229118394,"goal bwwgj"
"273",27,5,-2.56174552147876,-1.92836102615368,-2.73738186269383,-1.63207106781187,"goal aducl"
"274",27,4,3.46438890214088,-1.91436639571523,3.68171418835401,-1.63207106781187,"goal xbblv"
"275",27,2,-3.91676865234742,-1.10649945678532,-4.00707106781187,-1.55760481078958,"goal bajcv"
